Symbol,Name,Status
VSBC,VitaSpring Biomedical Co. Ltd.  Common Stock,inactive
YPPN,YAPPN CORP Common Stock,inactive
SIDGQ,"Stamford Industrial Group, Inc. NEW Common Stock",inactive
EMYSF,Easy Technologies Inc Common Shares,inactive
ARME,Armor Electric Inc. Common Stock,inactive
ETPHF,Agriminco Corp. Ordinary Shares (Canada),inactive
TSCLF,TOYO SECURITIES CO LTD SHS (Japan),inactive
FMHS,"Farmhouse, Inc. Common Stock",inactive
HRCXF,"Hurricane Energy PLC, Ordinary Shares (United Kingdom)",inactive
BQSSF,Boss Energy Ltd Ordinary Shares,inactive
OGLHS,Otis Gallery LLC Membership Interest Series Gallery Drop 114,inactive
CHBKF,Chiba Kogyo Bank Ltd Ordinary Shares,inactive
SDAZF,STUDIO ALICE CO LTD OSAKA Ordinary Shares,inactive
AKBTY,Akbank Turk Anonim Sirketi ADR (Turkey),inactive
SSCR,SMSA Crane Acquisition Corp Common Stock,inactive
JDEPF,JDE Peet's NV Ordinary Shares (Netherlands),inactive
NUVI,Emo Capital Corp. Common Stock,inactive
LMGR,"Light Management Group, Inc. Common Stock",inactive
NMXS,"Net Medical Xpress Solutions, Inc. Common Stock",inactive
WONDF,WONDERFI TECHNOLOGIES INC Ordinary Shares (Canada),inactive
IDTIF,IDENTITII LTD ORDINARY FULLY PAID (Australia),inactive
EPIAF,EPIROC AKTIEBOLAG SHARE AK A (Sweden),inactive
NRBT,"Novus Robotics, Inc Common Stock",inactive
BLHK,BlueHarbor Bank (NC) Common Stock,inactive
RSASS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 04LEBRON 2004-05 UD JERSEY AUTO LEBRON,inactive
SMGLF,San Miguel Brewery Hong Kong Ltd SHS (Hong Kong),inactive
RRHFS,RSE ARCHIVE LLC MEMBERSHIP INT SER - ROOSEVELT AFRICAN GAME TRAILS,inactive
VLNVF,Van Lanschot NV Cert of Shs (Netherlands) EUR,inactive
JUBPF,Jubilee Metals Group PLC Ordinary Shares,inactive
DGLT,"Digiliti Money Group, Inc. Common Stock",inactive
JXFGF,JINXIN FERTILITY GROUP LTD Ordinary Shares Cayman Islands(KY ),inactive
SSTY,Sure Trace Security Corporation Common Stock,inactive
MODGF,R8 Capital Investments PLC ORD GBP0.01 (United Kingdom),inactive
ONFA,One 4 Art Limited Common Stock,inactive
REDFY,Rediff.com India Limited American Depositary Shares - Sponsored,inactive
DRYN,Drayton Richdale Corporation New Common Stock,inactive
AMXEF,Amex Expl Inc Ordinary Shares,inactive
NXTN,"Next10, Inc. Common Stock",inactive
EVGGF,Evolution Gaming Ordinary Shares,inactive
BLLSF,BIOLIGHT LIFE SCIENCES LTD SHARE (Israel),inactive
ALIF,"Artificial Life, Inc. Common Stock",inactive
TRAGF,Terago Inc Ordinary Shares (Canada),inactive
TRNPF,TRANSALTA CORP 1ST PFD SER G 5.3% (Canada),inactive
GSHHY,Guangshen Railway Co. Ltd American Depositary Receipts - Sponsored (China),inactive
PCOLF,Pacific Online Limited Ordinary shares (Cayman Islands),inactive
PMBPF,Pembina Pipeline Corporation Reduced Rate Reset Preferred Class A Series 7 (Canada),inactive
SWMD,Starwin Media Holdings Inc Common Stock,inactive
TPGVF,Top Glove Corporation BHD Ordinary Shares (Malaysia),inactive
AGQPF,ALGONQUIN PWR & UTILS CORP CUM RATE RESET PFD SER D (Canada),inactive
FGCN,Flagship Global Corporation Common Stock,inactive
GETVF,Mediaset Espana Comunicacion SA Ordinary Shares (Spain),inactive
DGLDF,Credit Suisse AG Nassau Brh VelocityShares 3x Inverse Gold ETN,inactive
SNWGF,SNOWLINE GOLD CORP Common Shares,inactive
DTNHF,"Doutor Nichires Holdings Co Ltd, Tokyo SHS (Japan)",inactive
TIAJF,Telecom Italia S.P.A. AZ.DI RISP. Non Conv. (Italy),inactive
TSWT,Taste Water Inc Common Stock,inactive
PUBC,PureBase Corporation Common Stock,inactive
PLYZ,Plyzer Technologies Inc. Common Stock,inactive
CLTY,CELERITY SOLUTIONS INC COM,inactive
OTNKS,OTIS GALLERY LLC MEMBERSHIP INT SER - GALLERY DROP 036 Shares of Beneficial Interest,inactive
VIBBF,VIB Vermogen AG Ordinary Shares (Germany),inactive
NFPDF,NISSIN FOOD PRODUCTS CO LTD SHS (Japan),inactive
UNTN,"United Tennessee Bankshares, Inc. Common Stock",inactive
MAGP,"Magplane Technology, Inc. Common Stock",inactive
GPOVY,Grupo Carso S A de C V Sponsored ADR representing Partn Ctf,inactive
ROYTL,Pacific Coast Oil Trust Units Beneficial Int,inactive
WNMLA,Winmill & Co Incorporated Class A Common Stock,inactive
TMILF,TAYLOR MARITIME INVTS LTD ORD NPV USD (Guernsey),inactive
FRIRF,FIRST IDAHO RES INC Common Shares,inactive
NMSYF,NISHIMATSUYA CHAIN CO LTD HIMEJI CITY HYOGO COM STK (Japan),inactive
DIFTY,Daito Trust Construction Co Lt Sponsored ADR (Japan),inactive
TLOG,TETRALOGIC PHARMACEUTICALS CORP Common Stock,inactive
IEHC,IEH Corporation Common Stock,inactive
SHOFF,Shoei Co Ltd Ordinary Shares (Japan),inactive
CGJTF,CARGOJET INV COM VARIABLE VTG (Canada),inactive
SSFT,Sonasoft Corp. Common Stock,inactive
GRKZF,Greek Organisation of Football Prognostics S.A. Opap Ordinary Shares (Greece),inactive
RRHES,RSE COLLECTION LLC MEMBERSHIP INT SER 1967 ICE BOWL TICKET,inactive
HRASF,HERA SPA BOLOGNA SHS (Italy),inactive
BARUF,Baru Gold Corp  Common Shares,inactive
PKRKY,PT Krakatau Steel Persero TBK Unsponsored ADR (Indonesia),inactive
RSLGS,RSE ARCHIVE LLC MEMBERSHIP INT SER - SPIDER10 1963 AMAZING SPIDER-MAN #10,inactive
SIVE,Silver Verde May Mng Co Unclassified,inactive
MXBGF,Multi Units Luxemboug Sicav L.E. 1-3 Y I.G. (DR) UCITS Exchange Traded Fund (Luxembourg),inactive
ZGCO,"Ziegler Companies, Inc. (The) Common Stock",inactive
RSBKS,RSE COLLECTION LLC 1994 SNES DONKEY KONG COUNTRY,inactive
TIPUF,Multi Units Luxembourg SICAV Shs MUL LY US TIPS DR UCITS ETF ACC USD (Luxembourg),inactive
PYOIF,Promotora Y Operadora De Infraestructura SA Ordinary Shares (Mexico),inactive
CHJTF,"CSPC Pharmaceutical Group, Ltd. Ordinary Shares (Hong Kong)",inactive
ELOHF,ELCO LTD SHS (Israel),inactive
LNWWS,LANDA APP 2 LLC MEMBERSHIP INT SER - 126 WILDWOOD RD Shares of Beneficial Interest,inactive
LPSIF,Legend Power Systems Inc Ordinary Shares,inactive
TCRI,TECHCOM INC Common Stock,inactive
ARHWS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 14DRC 2014 DOMAINE DE LA ROMANEE-,inactive
UAMA,United American Corporation Common Stock,inactive
NBRI,North Bay Resources Inc. Common Stock,inactive
DITHF,D S Smith PLC (United Kingdom),inactive
ALPGF,Alpha Growth PLC Ordinary Shares (United Kingdom),inactive
MKRIF,Melkior Resources Inc Ordinary Shares,inactive
CLFWF,CHINA LIFE INSURANCE CO LTD SHS (Taiwan),inactive
IGPG,"Ignis Petroleum Group, Inc. Common Stock",inactive
LNNGY,Li Ning Company Limited Unsponsored ADR (Cayman Islands),inactive
IHVPF,Ishares VII Plc Treasury Bd 1-3yr Ucits Etf Fd B Usd Exchange Traded Fund (Ireland),inactive
BWAGF,BAWAG Group AG Ordinary Shares (Austria),inactive
RGSG,Resources Global Services Group Common Stock,inactive
JRJRQ,"JRjr33, Inc. Common Stock",inactive
LTCO,LONG TERM CARE OPERATIONS 360 INC Common Stock,inactive
BIIO,Bionovate Technologies Corp. Common Stock,inactive
CLVCF,Clover Corporation Limited Ordinary Shares (Australia),inactive
GLVNF,Gallant Venture Ltd Ordinary Shares (Singapore),inactive
IGXT,IntelGenx Technologies Corp. Common Stock,inactive
LNEGY,Lundin Energy AB American Depositary Receipts - Sponsored,inactive
FUAPF,GLOBAL COMPLIANCE APPLICATIONS CORP Ordinary Shares,inactive
SNSUF,Sansiri Public Co Ltd Units Non-Voting Depositary Receipt (Thailand),inactive
BNNNF,BEENOS INC Ordinary Shares (Japan),inactive
LYBC,LYONS BANCORP INC COM,inactive
PTITF,PT INDOSAT TBK SHS (Indonesia),inactive
ACWEF,SSGA SPDR ETFS EUROPE I PLC ACCUM SHS EXCHANGE TRADED FUND USD (Ireland),inactive
COMRF,COMET RIDGE LTD SHS (Australia),inactive
NGMC,Next Generation Management Corp. Common Stock,inactive
SPAZF,Spanish Mountain Gold Ltd. Common Shares (Canada),inactive
FTZZF,Fertoz Ltd Ordinary Shares (Australia),inactive
RHRPS,RSE ARCHIVE LLC MEMBERSHIP INT SER - POTTER HARRY POTTER Shares of Beneficial Interest,inactive
OPST,O P T Sciences Corp Common Stock,inactive
CWBK,CW Bancorp Common Stock,inactive
SIJDF,Ste Industrielle D Aviation Latecoere SA Ordinary Shares (France),inactive
CXCQ,Cardxx Inc Common Stock,inactive
QBITF,QUICKBIT EU AB SHARE AK (Sweden),inactive
HISNF,Hi Sun Technology China Ltd Ordinary Shares (Bermuda),inactive
AWCMF,Alumina Ltd Ordinary Shares (Australia),inactive
ENZN,"Enzon Pharmaceuticals, Inc. Common Stock",inactive
MDIKY,MODEC INC ADR (Japan),inactive
APRCP,Alabama Power Company 4.52 Preferred Stock,inactive
BHLD,BlockHold Capital Corporation Common Stock,inactive
NNRX,"Nutranomics, Inc. Common Stock",inactive
GFTRF,Gold'n Futures Mineral Corp. Common Shares,inactive
NPFUF,NIPPN CORP Ordinary Shares,inactive
VRUS,"Verus International, Inc. Common Stock",inactive
YMZNF,YAMAZEN CORP Ordinary Shares Japan (JP ),inactive
WLPSF,Willplus Holdings Co Ltd Common Stock (Japan),inactive
CHIF,China Food & Beverage Company Common Stock,inactive
HERXF,Heroux-Devtek Inc Ordinary Shares,inactive
PRYGF,WARREGO ENERGY LTD ORDINARY FULLY PAID (Australia),inactive
SMGKF,Smiths Group Plc Ordinary Shares,inactive
IFCI,IFCI International Corporation Common Stock,inactive
NRXXY,NORDEX SE American Depositary Receipts - Unsponsored (Germany),inactive
NMNX,NationsMark Nexgen Common Stock,inactive
STGDF,COPPER RD RES INC Common Shares,inactive
HANCF,HANSTONE GOLD CORP Common Stock,inactive
PLLDF,The Philodrill Corporation Ov Ordinary Shares,inactive
BNCDY,Banca Mediolanum SPA American Depositary Receipts - Unsponsored (Italy),inactive
OCLDY,Orica Ltd Unsponsored ADR (Australia),inactive
LEHKQ,"Lehman Brothers Holdings, Inc. Lehman Brothers Holdings Capital Trust III 6.375% Pfd Security Srs K",inactive
AURWF,AURWEST RES CORP Common Shares,inactive
AWEVF,Alphawave IP Group PLC Ordinary Shares (United Kingdom),inactive
ODYC,Odyne Corporation Common Stock,inactive
ZTCOY,Zte Corporation Unsponsored ADR representing H Shares (China),inactive
FRZCF,Frasers Centrepoint Trust UNITS REAL ESTATE INVESTMENT TRUST (Singapore),inactive
ISARF,iShares Canadian Universe Bond Index ETF (Canada),inactive
TNSSF,Transalta Corp Cumulative Redeemable 1st Pfd Shs Ser A (Canada),inactive
ACGBF,Agricultural Bank of China Ordinary Shares  SHS H  (China),inactive
TOAOF,TOA OIL CO LTD TOKYO Ordinary Shares (Japan),inactive
NMTT,NIMTECH CORP  Common Stock,inactive
PTLPF,PT LIPPO CIKARANG TBK Ordinary Shares,inactive
PCVFF,PACE DEV CORP PUB CO LTD Unit Non Voting Depository Receipt (Thailand),inactive
CGEI,"CGE Energy, Inc. Common Stock",inactive
CLRN,Clarent Corporation Common Stock,inactive
AOVTF,Andover Mining Corp. Common Shares (Canada),inactive
DEWM,"Dewmar International BMC, Inc. Common Stock",inactive
USTC,USA Real Estate Holding Company Common Stock,inactive
FAHYF,ISHARES IV PLC FALLEN ANGELS HIGH YIELD CORP BOND UCITS ETF USD (Ireland),inactive
CBKPP,Cobank ACB Perp Pfd Cl F Fixed To Fltg,inactive
LGDTF,Liberty Gold Corp Common Shares,inactive
IMPJY,Webuild SpA American Depositary Receipts - Unsponsored,inactive
DION,"Dionics, Inc. Common Stock",inactive
NVZMF,NOVONESIS A S Ordinary Shares,inactive
GGLXF,GGL Resources Corporation Ordinary Shares,inactive
IGESF,Igas Energy PLC Ordinary Shares,inactive
BPOL,"BlackPoll Fleet International, Inc. Common Stock",inactive
CHTEF,CRCC High Tech Equipment Corp Ltd. Registered/Shares H (China),inactive
BITGY,Biotage AB American Depositary Receipts - Unsponsored (Sweden),inactive
FSTJ,First America Resources Corporation. Common,inactive
OBGRF,"Orbit Garant Drilling, Inc. Ordinary Shares (Canada)",inactive
SOMNF,Somnomed Ltd Ordinary Shares (Australia),inactive
RNMBF,Rheinmetall Ag Ordinary Shares (Germany Federal Republic),inactive
FYMNF,Finlay Minerals Ltd Ordinary Shares (Canada),inactive
IWTSF,ISHARES V PLC ISHARES MSCI WORLD INFORMATION TECHNOLOGY SECTOR UCITS ETFUSD DIST    Exchange Traded Fund,inactive
BVLDF,"Bold Ventures, Inc. Common Shares",inactive
ZGXNF,Zigexn Co Ltd Common Stock (Japan),inactive
BDRFF,Beiersdorf A G Ordinary Shares,inactive
UETTU,United Ethanol LLC United Ethanol LLC Membership Unit Cl C,inactive
SPSAF,Sopra Sa Ordinary Shares (France),inactive
SEIBF,"Seibu Holdings Inc, Tokyo Ordinary Shares (Japan)",inactive
CMPZF,GOODMAN GOLD TR TR UNITS (Canada),inactive
MENB,"Mendocino Brewing Company, Inc. Common Stock",inactive
CPYCF,COMPLIANCE ENERGY CORP COM NEW (Canada),inactive
PLSDF,Pulse Seismic Inc Com,inactive
SVTRF,Severn Trent Plc Ordinary Shares,inactive
MSPC,"Metrospaces, Inc. Common Stock",inactive
STUUF,Streettracks S&P/ASX 200 Listed Property Fund Units,inactive
AVIJF,Avichina Industry & Technology Ordinary Shares H,inactive
ATADF,Atac Resources Ltd Ordinary Shares,inactive
IGUEF,"Iguatemi Empresa Shopping Centers SA, Sao Paulo Ordinary Shares (Brazil)",inactive
HEKRF,Hektar Real Estate Investment Trust Units (Malaysia),inactive
VITYY,Vitro SAB DE CV American Depositary Receipts - Unsponsored (Mexico),inactive
GLEC,Global Ecology Corporation Common Stock,inactive
CESO,Central Service Corporation Common Stock,inactive
ESNR,"Electronic Senor Technology, Inc. Common Stock",inactive
VNFTF,Vanguard FTSE CDN Capped Reit Index ETF Tr Unit (Canada),inactive
HAWLM,Hawaiian Electric Inc 5.25% Preferred Stock Ser. H,inactive
DGMS,"DigiMedical Solutions, Inc. Common Stock",inactive
DXBRF,BellRock Brands Inc Common Shares,inactive
CANQF,CanaQuest Medical Corporation Ordinary Shares,inactive
FINMF,Leonardo SPA Ordinary Shares,inactive
ANZFF,Air New Zealand Ltd Ordinary Shares,inactive
MXTLF,Metalex Ventures Ltd New Ordinary Shares (Canada),inactive
IGDFF,IG Design Group PLC Ordinary Shares (United Kingdom),inactive
HRKKF,REVOLUTION CO LTD SHS (Japan),inactive
BTTC,BITECH TECHNOLOGIES CORPORATION  Common Stock,inactive
RYDAF,SHELL PLC Ordinary Shares,inactive
ENEAY,Enea SA Unsponsored ADR (Poland),inactive
EDRSF,Elders Ltd Ordinary Shares (Australia),inactive
KRED,KonaRed Corporation. NEW Common Stock,inactive
KYOCF,KYOCERA CORP SHS (Japan),inactive
TSCAF,Tuscany Energy Ltd Ordinary Shares (Canada),inactive
GNRD,"General DataComm Industries, Inc. New Common Stock",inactive
CFTN,Clifton Mining Co Common Stock,inactive
RSKIA,"Risk (George) Industries, Inc. Class A",inactive
ADTTF,Advantest Corp Ordinary Shares,inactive
GOGR,Go Green Global Technologies Corp. Common Stock,inactive
ICGHF,INTELLICENTRICS GLOBAL HLDG USD SHS (Cayman Islands),inactive
ISFRF,ISHARES II PLC ISHARES FLOATING RATE BOND UCITS ETF EUR HEDGED DIST (Ireland),inactive
SDVKF,Sandvik Ab Shs A Sek 6 Ordinary Shares,inactive
RSEWS,RSE ARCHIVE LLC MEMBERSHIP INT SER - BATMAN6 BATMAN #6,inactive
ADPPF,ADLER GROUP S A Ordinary Shares,inactive
GMJOF,"Gamecard-Joyco Holdings Inc, Tokyo Ordinary Shares  (Japan)",inactive
FRRLF,Fineland Real Estate Service Ordinary Shares (Cayman Islands),inactive
RRHCS,RSE ARCHIVE LLC MEMBERSHIP INT SER - FAUBOURG HERMESSELLIER FAUBOURG BIRKIN,inactive
PSCR,Proto Script Pharmaceutical Corp. Common Stock,inactive
MDFC,Mediforce Inc New Common Stock,inactive
WOPEF,Woodside Energy Group Ltd Ordinary Shares,inactive
OCGSF,OUTCROP SILVER & GOLD CORP Common Shares,inactive
CVSC,"Cardiovascular Sciences, Inc. New Common Stock",inactive
JSDA,Jones Soda Co. Common Stock,inactive
GGBBF,Lxrandco Inc Ordinary Shares,inactive
BLSYF,BELLSYSTEM24 HLDGS INC Ordinary Shares,inactive
FNICF,Fathom Nickel Inc. Common Stock (Canada),inactive
PTNDY,PT Vale Indonesia Tbk. Unsponsored ADR (Indonesia),inactive
INNBF,Innovative Pharmaceutical Biotech Ltd Ordinary Shares (Bermuda),inactive
OECPF,ORACLE ENERGY CORP COM NO PAR NEW (Canada),inactive
DEMEF,De Mem Limited Ordinary Shares (Australia),inactive
LNDUS,LANDA APP LLC MEMBERSHIP INT SER - 687 UTOY COURT,inactive
LFBCF,Life & Banc Split Corp Common Cl A (Canada),inactive
VARNF,VARIA US PPTYS LTD NAMEN AKT (Switzerland),inactive
PTMRF,PT MITRA PINASTKIKA MUSTIKA TBK Ordinary Shares (Indonesia),inactive
SHMMF,SAHAMIT MACHINERY PCL PUB CO LTD UNITS NON -VOTING DEPOSITORY RECEIPTS (Thailand),inactive
TMKUF,"Tomoku Co Ltd, SHS (Japan)",inactive
PLSI,Phoenix Life Sciences International Ltd. Common Stock,inactive
IVMKF,INVESCO MKTS II PLC INVESCO VARIABLE RATE PREFERRED SHARES UCITS ETF (DIST) Exchange Traded Fund Ireland(IE ),inactive
EMHI,East Morgan Holdings Inc  Common Stock,inactive
HGGG,HHGREGG Inc Common Stock,inactive
EBWK,"Enigma-Bulwark, Limited Common Stock",inactive
HNSBF,"Hansa Medical AB, Malmo Ordinary Shares (Sweden)",inactive
ADVT,Advantis Corporation Common Stock,inactive
KSHOF,K S HLDGS CORP Ordinary Shares (Japan),inactive
INZRF,INARI AMERTRON BERHAD Ordinary Shares,inactive
SAFLF,Safilo Group Spa Vicenza Ordinary Shares (Italy),inactive
PRTDF,"Petro Matad Ltd, Douglas Ordinary Shares (Isle of Man)",inactive
FSBH,FSBH CORP Common Stock,inactive
NRPR,"NutriPharmaceuticals Research, Inc. Common Stock",inactive
NHZHY,NEW HORIZON HEALTH LTD American Depositary Receipts - Unsponsored (Cayman Islands),inactive
IMPCF,Impact Coatings AB Ordinary Shares (Sweden),inactive
MBXBF,Microbix Biosystems Inc Ordinary Shares,inactive
KOSCF,Kose Corp Tokyo Ordinary Shares (Japan),inactive
IRBS,"IR Biosciences Holdings, Inc. Common Stock",inactive
NPPGF,Nippon Gas Co Ltd Ordinary Shares (Japan),inactive
BTOF,Benton Financial Corp Common Stock,inactive
RDBBY,REDBUBBLE LTD American Depositary Receipts - Sponsored,inactive
AKRRF,Philly Shipyard ASA Ordinary Shares,inactive
OEZVY,Verbund AG Sponsored ADR (Austria),inactive
BIONQ,BioNitrogen Holdings Corp. Common Stock,inactive
TCLHF,TCL Electronics Holdings Ltd Ordinary Shares,inactive
SLRRF,Silver Range Resources Ltd. Ordinary Shares (Canada),inactive
CLYXF,Calyx Ventures Inc Common Shares,inactive
ATMQF,Ateam Inc Common Stock (Japan),inactive
NSARO,NSTAR Electric Company $4.78 Preferred Stock,inactive
VTSCY,Vitesco Technologies Group AG American Depositary Receipts - Sponsored,inactive
ADTR,Alliance Media Holdings Inc. Common Stock,inactive
OGGNF,Origen Resources Inc New Common Shares (Canada),inactive
SMKUY,CP Axtra Public Co Ltd American Depositary Receipts - Unsponsored,inactive
CBKCQ,CHRISTOPHER & BANKS CORP Common Stock,inactive
CLRPF,Clarity Pharmaceuticals Ltd Ordinary Shares (Canada),inactive
MITUF,Mitsui Chemicals Inc Ordinary Shares,inactive
KRSOF,KARSAN OTOMOTIV SANAYII VE TICARET AS Ordinary Shares,inactive
CBGPY,Close Brothers Group 25 P Ord Unsponsored ADR (United Kingdom),inactive
RENU,Renuen Corporation Common Stock,inactive
ANGGF,Angang Steel Co Ltd  Ordinary Shares H (China),inactive
NROM,Noble Romans Inc Common Stock,inactive
BUKKF,PT BUKAKA TEKNIK UTAMA SHS (Indonesia),inactive
STCO,StratoComm Corporation Common Stock,inactive
HMCHF,HSBC ETFS PLC SHS EXCHANGE TRADED FUND USD (Ireland),inactive
SLUP,Solucorp Industries Ltd Common Stock,inactive
RSMXF,REGENCY SILVER CORP Common Shares,inactive
GCTAY,Siemens Gamesa Renewable Energy American Depositary Receipts - Unsponsored,inactive
CHLE,Centennial Specialty Foods Corporation Common Stock,inactive
AZGFF,Azteca Gold Corp Ordinary Shares (Canada),inactive
NXGT,"Nexteligent Holdings, Inc. Common Stock",inactive
ASPT,ALADDIN SEPARATION TECHNOLOGIES INC Common Stock,inactive
CHXMF,Troilus Gold Corp  Ordinary Shares,inactive
CAZGF,CATAPULT GROUP INTL LTD SHS (Australia),inactive
RARWS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 1936 JESSE OWENS OLYMPICS,inactive
IICBF,ISHARES III PLC ISHARES CORP BOND 1-5 YR UCITS ETF EUR DIST (Ireland),inactive
QSJC,"Tancheng Group Co., Ltd. Common Stock",inactive
URFFF,US Masters Residential Property Fund CNT Pref 6.25% Perp Semi Sub Cum Step Unit Exp 01/01/2023 (Australia),inactive
IDSUF,ISHARES IV PLC ISHARES DIGITAL SECURITY UCITS ETF USD DIST Exchange Traded Fund,inactive
DFIHY,DFI Retail Group Holdings Ltd American Depositary Receipts - Unsponsored,inactive
FTGGF,FIRST TR GLOBAL FDS PLC NYSE ARCA BIOTECHNOLOGY INDEX UCITS ETF (CLASS A) (Ireland),inactive
LDSVF,Lindt & Sprungli Ag Part Cert Ordinary Shares,inactive
BKRIY,Bank Ireland Group PLC American Depositary Receipts - Unsponsored (Ireland),inactive
PTBRF,PT BERLINA TBK Ordinary Shares (Indonesia),inactive
IHSRF,ISHARES VI PLC S&P 500 Minimum Volatility UCTS ETF ( Ireland),inactive
NOVRF,NOVA RTY CORP Common Shares,inactive
RSGX,"Resourcing Solutions Group, Inc. New Common Stock (Nevada)",inactive
PCGR,"PC Group, Inc. Common Stock",inactive
HHBHF,HARTALEGA HOLDINGS BHD SHS (Malaysia),inactive
ORRAF,Orora Ltd Ordinary Shares,inactive
GBBT,Global Boatworks Hldgs Inc Common Stock,inactive
NRPI,"NRP Stone, Inc. New Common Stock",inactive
KTHAF,Krung Thai Bank Public Company Limited Units Non-Voting Depository Receipt (Thailand),inactive
KYYWF,Keywords Studios PLC Ordinary Shares (United Kingdom),inactive
DSOL,Drug Free Solution Inc. Common Stock,inactive
CBDD,"CBD of Denver, Inc. Common Stock",inactive
BACHF,Bank of China Ltd Beijing Shares -H- (China),inactive
APRM,American Pacific Rim Commerce Corp. (FL) Common Stock,inactive
RTNXF,RENALYTIX PLC Ordinary Shares,inactive
KSSH,Kingfish Holding Corporation Common Stock,inactive
FLXP,"FlexPower, Inc. Common Stock",inactive
QBCRF,QBEBECOR INC CL B (Canada),inactive
PTRGF,Lion Rock Group Ltd Ordinary Shares Bermuda(BM ),inactive
LMPMF,Lee & Man Paper Manufacturing Limited Ordinary Shares (Cayman Islands),inactive
PYNKF,"Perimeter Medical Imaging AI, Inc.  Ordinary Shares",inactive
YEWB,Yew Bio-Pharm Group Inc Common,inactive
NFTN,NFiniTi Inc. Common Stock,inactive
BAYP,"Bayport International Holdings, Inc. Common Stock",inactive
AXVEF,CDN MAVERICK CAP CORP Ordinary Shares,inactive
EEGI,"Eline Entertainment Group, Inc. Common Stock",inactive
ASTO,Astro Communications Inc Common Stock,inactive
BATMF,British American Tobacco Malaysia Bhd Ordinary Shares (Malasyia),inactive
LOGL,"Legend Oil and Gas, Ltd Common Stock",inactive
SOLLY,Shui on Land Ltd Unsponsored ADR (Cayman Islands),inactive
GENGF,Gear Energy Ltd Common Shares (Canada),inactive
DBRTF,DEUTSCHE BK MEXICO SA INSTITUCION DE BANCA MULTIPLE REAL ESTATE INVESTMENT TRUST REIT,inactive
SMRAF,Sociedad Minera Cerro Verde SAA Lima Shs - Comun (Peru),inactive
MRHLF,MIRAIT ONE CORP Ordinary Shares,inactive
TSSP,"Trendsetter Solar Products, Inc. Common Stock",inactive
BHPA,"BHPA, Inc. Common Stock",inactive
JGHAF,Jungheinrich AG Pref Shs Vtg Rts (Germany),inactive
RDVA,RDVA INC Common Stock,inactive
ANNSF,AENA S A Ordinary Shares (Spain),inactive
KSFTF,Kingsoft Corporation Limited Ordinary Shares (Cayman Islands),inactive
RIRCS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 71TOPPS 1971 TOPPS FOOTBALL WAX BOX,inactive
SAEC,Starlight Energy Corporation. Common Stock,inactive
PCQRF,Petrolympic Ltd. Common Shares (Canada),inactive
SRCPF,SHERWOOD CORP THAILAND PUB CO LTD Foreign Shares (Thailand),inactive
BMXI,Brookmount Explorations Inc. Common Stock,inactive
CGEGF,CGN NEW ENERGY HOLDINGS CO LTD Ord Shs (Bermuda),inactive
FRTN,Fortran Corporation Common Stock,inactive
OMGGF,OMAI GOLD MINES CORP Common Shares (Canada),inactive
BSEAF,Braemar Shipping Services PLC  Ordinary Shares,inactive
AVAI,Avant Technologies Inc.  Common Stock,inactive
JAIRF,Japan Airport Terminal Co Ordinary Shares,inactive
XDSL,"mPhase Technologies, Inc. Common Stock",inactive
RDGMF,RIDGELINE MINERALS CORP Common Shares (Canada),inactive
ROYMY,INTERNATIONAL DISTRIBUTION SVCS PLC American Depositary Receipts - Unsponsored,inactive
ONBPF,ONCOLYS BIOPHARMA INC SHS (Japan),inactive
SDXEF,SDX ENERGY PLC Ordinary Shares  United Kingdom(GB ),inactive
SZHFF,Sojitz Corp Common Shares,inactive
NINK,Nami Corp. Common Stock,inactive
GARWF,Golden Arrow Res Corp Common Shares,inactive
XHFNF,Xinhua Finance Limited Ordinary Shares (Cayman Islands),inactive
ACGYF,Subsea 7 SA Ordinary Shares (Luxembourg),inactive
KGLLF,KGL Resources Ltd Ordinary Shares,inactive
AKOWF,AKER OFFSHORE WIND AS Ordinary Shares,inactive
ASMVY,ASMPT Limited American Depositary Receipts - Unsponsored,inactive
UBEOY,UBE CORPORATION American Depositary Receipts - Unsponsored,inactive
HBTPF,BetaPro Crude Oil Inverse Leveraged Daily Bear ETF  Unit,inactive
TOIPY,Thai Oil Public Co Ltd Unsponsored American Depository Receipt (Thailand),inactive
MSADF,"MS & AD Insurance Group Holdings, Inc. Ordinary Shares (Japan)",inactive
AMLH,"American Leisure Holdings, Inc. Common Stock",inactive
NXHSF,NEXT HYDROGEN SOLUTIONS INC Common Shares,inactive
XROLF,Xero Ltd. Ordinary Shares (New Zealand),inactive
LGMFF,Canadian Nexus Team Ventures Corp. Ordinary Shares,inactive
FNRG,ForceField Energy Inc.,inactive
BKUTK,Bank Utica NY Non-Voting Common Stock,inactive
RBSPF,NatWest Group Plc Ordinary Shares,inactive
VCYE,Velocity Energy Inc. Common Stock,inactive
GENPF,GENIX PHARMACEUTICALS CORP COM (Canada),inactive
KMERF,Komercni Banka As Ord Czk500 Komercni Banka AS (Czech Republic),inactive
CIADY,China Mengniu Dairy Company Ltd Unsponsored ADR (Cayman Islands),inactive
